ndim,mean_error
1,0.918818870523
2,0.777124655647
3,0.600643939394
4,0.431587465565
5,0.342520661157
6,0.27210399449
7,0.215371900826
8,0.192606749311
9,0.15366046832
10,0.14164600551
11,0.128412534435
12,0.119707300275
13,0.111838842975
14,0.106053719008
15,0.098608815427
16,0.0907231404959
17,0.0890668044077
18,0.0878202479339
19,0.0791184573003
20,0.0791150137741
21,0.0774483471074
22,0.0778719008264
23,0.0737224517906
24,0.0712431129477
25,0.0675137741047
26,0.0700034435262
27,0.0675172176309
28,0.066694214876
29,0.0650378787879
30,0.0638016528926
31,0.0654614325069
32,0.065867768595
33,0.0654511019284
34,0.0675241046832
35,0.0662741046832
36,0.0662741046832
37,0.0658608815427
38,0.0666873278237
39,0.0679338842975
40,0.0675241046832
41,0.0695936639118
42,0.0720833333333
43,0.0729132231405
44,0.0737465564738
45,0.0741597796143
46,0.0749862258953
47,0.0762327823691
48,0.0762327823691
49,0.0770626721763
50,0.0774690082645
51,0.0791253443526
52,0.0795385674931
53,0.0799552341598
54,0.0803684573003
55,0.0816115702479
56,0.0816150137741
57,0.0824449035813
58,0.0828546831956
59,0.0828546831956
60,0.0849242424242
61,0.0845075757576
62,0.0840943526171
63,0.0853409090909
64,0.0849311294766
65,0.0857610192837
66,0.0882506887052
67,0.0882541322314
68,0.0886673553719
69,0.0886707988981
70,0.0882575757576
71,0.0899139118457
72,0.0899104683196
73,0.0903305785124
74,0.0919869146006
75,0.0923966942149
76,0.0923932506887
77,0.0940461432507
78,0.0952926997245
79,0.095705922865
80,0.0965358126722
81,0.0973622589532
82,0.0973622589532
83,0.0973657024793
84,0.0973657024793
85,0.0981955922865
86,0.098608815427
87,0.0990254820937
88,0.0990254820937
89,0.0990254820937
90,0.100265151515
91,0.099435261708
92,0.0998484848485
93,0.100261707989
94,0.100674931129
95,0.101091597796
96,0.101095041322
97,0.101511707989
98,0.10233815427
99,0.101095041322
100,0.100265151515
101,0.100678374656
102,0.100678374656
103,0.101508264463
104,0.101921487603
105,0.101924931129
106,0.101924931129
107,0.102345041322
108,0.10358815427
109,0.103584710744
110,0.103997933884
111,0.105650826446
112,0.106067493113
113,0.106900826446
114,0.107727272727
115,0.108553719008
116,0.108140495868
117,0.107727272727
118,0.108143939394
119,0.108557162534
120,0.108140495868
121,0.108553719008
122,0.108140495868
123,0.107727272727
124,0.108140495868
125,0.108553719008
126,0.108557162534
127,0.108970385675
128,0.109383608815
129,0.108970385675
130,0.108973829201
131,0.110216942149
132,0.110216942149
133,0.11145661157
134,0.111869834711
135,0.111453168044
136,0.112279614325
137,0.112279614325
138,0.112279614325
139,0.112283057851
140,0.112696280992
141,0.112696280992
142,0.113109504132
143,0.112286501377
144,0.112286501377
145,0.112696280992
146,0.112696280992
147,0.112283057851
148,0.112696280992
149,0.113522727273
150,0.113522727273
