ndim,mean_error
1,0.967262396694
2,0.972238292011
3,0.98798553719
4,0.973068181818
5,0.960223829201
6,0.932038567493
7,0.92375
8,0.890196280992
9,0.83553030303
10,0.80233815427
11,0.765061983471
12,0.743949724518
13,0.715792011019
14,0.707916666667
15,0.683877410468
16,0.665220385675
17,0.652379476584
18,0.635823002755
19,0.625468319559
20,0.614290633609
21,0.605185950413
22,0.594831267218
23,0.585712809917
24,0.572042011019
25,0.566236225895
26,0.557124655647
27,0.549249311295
28,0.537658402204
29,0.534752066116
30,0.523143939394
31,0.512792699725
32,0.50451446281
33,0.49995523416
34,0.49333677686
35,0.486714876033
36,0.480086088154
37,0.474290633609
38,0.46891184573
39,0.464769283747
40,0.463526170799
41,0.457317493113
42,0.452348484848
43,0.44571969697
44,0.440330578512
45,0.433281680441
46,0.42705922865
47,0.421670110193
48,0.420423553719
49,0.414211432507
50,0.410068870523
51,0.405096418733
52,0.402200413223
53,0.398464187328
54,0.395564738292
55,0.393078512397
56,0.38976584022
57,0.38645661157
58,0.384796831956
59,0.379411157025
60,0.377758264463
61,0.375275482094
62,0.374449035813
63,0.371973140496
64,0.367820247934
65,0.364917355372
66,0.364917355372
67,0.364500688705
68,0.359951790634
69,0.357462121212
70,0.356215564738
71,0.35455922865
72,0.352069559229
73,0.35
74,0.348343663912
75,0.347930440771
76,0.344614325069
77,0.34254476584
78,0.340471763085
79,0.338815426997
80,0.337159090909
81,0.335499311295
82,0.333009641873
83,0.330526859504
84,0.329283746556
85,0.326380853994
86,0.325554407713
87,0.325967630854
88,0.32472107438
89,0.323064738292
90,0.321818181818
91,0.322234848485
92,0.320578512397
93,0.318512396694
94,0.316033057851
95,0.316029614325
96,0.313126721763
97,0.313130165289
98,0.311470385675
99,0.310220385675
100,0.309807162534
101,0.307727272727
102,0.305657713499
103,0.304414600551
104,0.30358815427
105,0.302754820937
106,0.301511707989
107,0.301101928375
108,0.299445592287
109,0.297792699725
110,0.298205922865
111,0.29571969697
112,0.294476584022
113,0.293233471074
114,0.291577134986
115,0.290334022039
116,0.290334022039
117,0.290334022039
118,0.289917355372
119,0.289500688705
120,0.288257575758
121,0.286191460055
122,0.284948347107
123,0.284941460055
124,0.284115013774
125,0.284111570248
126,0.282458677686
127,0.282458677686
128,0.281628787879
129,0.281628787879
130,0.281628787879
131,0.281215564738
132,0.281215564738
133,0.281215564738
134,0.280802341598
135,0.280385674931
136,0.27955922865
137,0.278732782369
138,0.277902892562
139,0.277489669421
140,0.27666322314
141,0.27625
142,0.27625
143,0.275423553719
144,0.275010330579
145,0.274597107438
146,0.275010330579
147,0.274593663912
148,0.27294077135
149,0.27294077135
150,0.272527548209
