ndim,mean_error
1,0.954431818182
2,0.980533746556
3,0.987159090909
4,0.968942837466
5,0.923378099174
6,0.861225895317
7,0.825154958678
8,0.777947658402
9,0.746446280992
10,0.716615013774
11,0.696329201102
12,0.668991046832
13,0.64576446281
14,0.622596418733
15,0.610554407713
16,0.590678374656
17,0.570795454545
18,0.552982093664
19,0.541394628099
20,0.533106060606
21,0.52523415978
22,0.516112258953
23,0.503285123967
24,0.487537878788
25,0.477190082645
26,0.467255509642
27,0.456064049587
28,0.452754820937
29,0.446532369146
30,0.437830578512
31,0.434108126722
32,0.426635674931
33,0.416680440771
34,0.410482093664
35,0.407582644628
36,0.403849862259
37,0.400946969697
38,0.395550964187
39,0.391825068871
40,0.386442837466
41,0.381876721763
42,0.37898415978
43,0.370699035813
44,0.367789256198
45,0.36446969697
46,0.359924242424
47,0.356191460055
48,0.352882231405
49,0.350399449036
50,0.346256887052
51,0.34294077135
52,0.341280991736
53,0.338367768595
54,0.336707988981
55,0.33423553719
56,0.330919421488
57,0.328023415978
58,0.324703856749
59,0.32180785124
60,0.318495179063
61,0.318081955923
62,0.314772727273
63,0.313526170799
64,0.31229338843
65,0.30939738292
66,0.306904269972
67,0.305668044077
68,0.302351928375
69,0.299869146006
70,0.299042699725
71,0.297799586777
72,0.296553030303
73,0.293653581267
74,0.290340909091
75,0.288684573003
76,0.288267906336
77,0.2853684573
78,0.283298898072
79,0.281639118457
80,0.282052341598
81,0.281225895317
82,0.278743112948
83,0.278326446281
84,0.276666666667
85,0.275003443526
86,0.27294077135
87,0.271701101928
88,0.272117768595
89,0.270867768595
90,0.270867768595
91,0.269211432507
92,0.269624655647
93,0.267964876033
94,0.266308539945
95,0.264648760331
96,0.264641873278
97,0.263818870523
98,0.261738980716
99,0.261325757576
100,0.260495867769
101,0.258842975207
102,0.257183195592
103,0.256360192837
104,0.25511707989
105,0.253873966942
106,0.25097107438
107,0.251800964187
108,0.25055785124
109,0.25055785124
110,0.249731404959
111,0.248904958678
112,0.248488292011
113,0.248075068871
114,0.246828512397
115,0.246831955923
116,0.24599862259
117,0.245585399449
118,0.244342286501
119,0.243932506887
120,0.243519283747
121,0.24435261708
122,0.244349173554
123,0.245175619835
124,0.244345730028
125,0.24310261708
126,0.243106060606
127,0.241036501377
128,0.240626721763
129,0.241039944904
130,0.239796831956
131,0.23979338843
132,0.238557162534
133,0.236890495868
134,0.237303719008
135,0.237723829201
136,0.234824380165
137,0.234411157025
138,0.233581267218
139,0.233168044077
140,0.233994490358
141,0.233168044077
142,0.23233815427
143,0.231515151515
144,0.231095041322
145,0.231095041322
146,0.228202479339
147,0.227376033058
148,0.228202479339
149,0.226962809917
150,0.22571969697
