ndim,mean_error
1,0.96685261708
2,0.97722107438
3,0.99669077135
4,0.990884986226
5,0.981353305785
6,0.96726584022
7,0.956101928375
8,0.920447658402
9,0.868653581267
10,0.828095730028
11,0.75972107438
12,0.727809917355
13,0.700888429752
14,0.682651515152
15,0.652424242424
16,0.616787190083
17,0.599390495868
18,0.578691460055
19,0.565426997245
20,0.548019972452
21,0.539727961433
22,0.528137052342
23,0.514889807163
24,0.505774793388
25,0.497899449036
26,0.483808539945
27,0.473044077135
28,0.465172176309
29,0.459776170799
30,0.448181818182
31,0.443205922865
32,0.427882231405
33,0.423736225895
34,0.417933884298
35,0.410065426997
36,0.407982093664
37,0.398880853994
38,0.391012396694
39,0.38604338843
40,0.385220385675
41,0.37900137741
42,0.37238292011
43,0.368240358127
44,0.362434573003
45,0.356222451791
46,0.350833333333
47,0.346280991736
48,0.344214876033
49,0.341725206612
50,0.340482093664
51,0.336742424242
52,0.332603305785
53,0.328873966942
54,0.324321625344
55,0.318939393939
56,0.319356060606
57,0.316862947658
58,0.313963498623
59,0.309824380165
60,0.309824380165
61,0.305261707989
62,0.302369146006
63,0.299063360882
64,0.296580578512
65,0.29451446281
66,0.290774793388
67,0.289115013774
68,0.285389118457
69,0.283319559229
70,0.280833333333
71,0.281256887052
72,0.278767217631
73,0.276280991736
74,0.275461432507
75,0.270488980716
76,0.269242424242
77,0.268829201102
78,0.268832644628
79,0.266759641873
80,0.263443526171
81,0.262613636364
82,0.260953856749
83,0.258467630854
84,0.256404958678
85,0.255988292011
86,0.254328512397
87,0.252665289256
88,0.251842286501
89,0.248536501377
90,0.248529614325
91,0.248119834711
92,0.248119834711
93,0.249356060606
94,0.248116391185
95,0.248116391185
96,0.246046831956
97,0.244393939394
98,0.245220385675
99,0.24398415978
100,0.243154269972
101,0.241904269972
102,0.240668044077
103,0.239841597796
104,0.239011707989
105,0.239011707989
106,0.237765151515
107,0.238181818182
108,0.237351928375
109,0.237345041322
110,0.23569214876
111,0.234862258953
112,0.234449035813
113,0.233615702479
114,0.233199035813
115,0.232376033058
116,0.231539256198
117,0.231126033058
118,0.230299586777
119,0.22946969697
120,0.229053030303
121,0.228636363636
122,0.22821969697
123,0.226973140496
124,0.226146694215
125,0.225316804408
126,0.226146694215
127,0.225730027548
128,0.225313360882
129,0.224486914601
130,0.224490358127
131,0.224077134986
132,0.222420798898
133,0.221181129477
134,0.222007575758
135,0.219934573003
136,0.22076446281
137,0.219938016529
138,0.219524793388
139,0.219528236915
140,0.219528236915
141,0.219528236915
142,0.219528236915
143,0.217875344353
144,0.218288567493
145,0.217048898072
146,0.215389118457
147,0.216215564738
148,0.215385674931
149,0.215385674931
150,0.215385674931
